val_loss,val_mape,loss,mape
0.0026709595972137998,11.008606910705566,0.0051249662532582745,14.274595260620117
0.0015582187210139936,7.214450359344482,0.0022230888886890557,9.129936218261719
0.0013550740713359944,7.01650857925415,0.0015653661768603912,7.708864212036133
0.0014181937866320317,7.006716251373291,0.0014415039151406872,7.393649101257324
0.0013149763575897092,7.251826763153076,0.0014217385639988629,7.3065876960754395
0.001259445626520442,6.516929626464844,0.001406198370422635,7.262726783752441
0.0013989284921004403,7.663062572479248,0.0013976287605989048,7.225852966308594
0.0013480438251764605,7.219569206237793,0.0013845649255827337,7.1902570724487305
0.0012400685319680185,6.514282703399658,0.0013797305218279617,7.179382801055908
0.0012277527236146742,6.505389213562012,0.00137567988716387,7.157623767852783
